udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min
5075,L52254,L,304.1,313.1,1666,34.6,33
8189,M23048,M,299.6,310.9,1530,38.8,198
8991,L56170,L,297.2,307.9,1493,38.4,146
2820,L49999,L,300.2,309.5,1356,51.1,133
7394,M22253,M,299.7,310.5,1594,35.4,134
1566,L48745,L,298.0,308.2,1459,42.1,146
5979,L53158,L,300.5,310.6,1448,46.3,173
6023,L53202,L,300.7,310.9,1521,39.4,61
3795,M18654,M,302.2,310.8,1356,48.3,36
6784,L53963,L,301.3,310.8,1450,46.9,59
948,L48127,L,295.6,306.2,1428,44.5,51
9648,L56827,L,299.2,310.2,1458,47.0,183
7370,M22229,M,299.6,310.1,1646,29.6,73
8930,M23789,M,297.4,308.4,1620,35.8,215
7476,H36889,H,300.3,311.6,1339,53.4,123
2929,M17788,M,300.8,309.7,1258,54.9,168
2420,M17279,M,298.9,308.2,1328,49.2,11
8187,L55366,L,299.7,311.0,1827,25.4,194
7711,M22570,M,300.5,311.4,1390,51.9,68
9824,M24683,M,298.5,309.3,1488,43.7,189
4389,L51568,L,302.0,309.8,1701,27.2,4
3059,L50238,L,300.0,309.0,1709,32.1,79
8039,L55218,L,300.7,311.8,1486,47.3,19
9597,L56776,L,298.9,310.1,1466,43.4,50
1440,M16299,M,298.8,309.8,1534,37.0,47
7642,M22501,M,300.4,311.4,1352,57.3,116
7972,L55151,L,301.0,312.1,1405,46.1,79
2343,M17202,M,299.2,308.2,1674,28.2,14
8945,L56124,L,297.3,308.3,1471,38.2,37
2580,L49759,L,299.3,309.1,1795,24.7,187
8513,H37926,H,298.3,309.6,1546,36.2,177
8874,H38287,H,298.0,309.1,1557,36.4,65
5999,M20858,M,300.4,310.2,1613,36.9,231
9208,L56387,L,297.9,308.8,1386,48.6,75
4,L47183,L,298.2,308.6,1433,39.5,7
5023,L52202,L,304.0,313.1,1404,47.1,90
4460,L51639,L,302.6,310.4,1743,26.3,191
898,L48077,L,295.6,306.2,1612,31.2,131
7400,L54579,L,299.6,310.6,1642,35.1,149
1930,M16789,M,298.0,307.8,1483,50.9,26
7568,M22427,M,300.2,311.0,2370,14.7,144
8145,M23004,M,299.7,311.0,1506,42.7,85
1424,L48603,L,298.7,309.8,1539,33.4,2
4826,L52005,L,303.3,311.8,1692,30.6,18
5245,L52424,L,303.6,313.0,1593,31.6,52
8313,M23172,M,298.8,310.0,1529,38.5,77
5693,M20552,M,302.4,311.9,1313,55.7,102
4382,L51561,L,301.9,309.6,1446,43.2,225
5760,L52939,L,301.8,311.3,1551,35.8,61
2051,M16910,M,299.5,309.3,1675,29.2,132
116,L47295,L,298.8,308.6,1431,45.7,97
9090,L56269,L,297.2,307.9,1989,20.3,186
5439,L52618,L,302.9,312.5,1683,32.1,85
7770,L54949,L,300.3,311.5,1552,38.9,23
9520,L56699,L,299.0,310.1,1531,36.0,57
1542,L48721,L,298.4,309.0,2304,15.1,89
7134,M21993,M,300.5,309.9,1552,41.3,116
4892,M19751,M,303.7,312.3,1756,26.4,190
6222,M21081,M,301.2,310.9,1359,50.8,118
2717,L49896,L,299.5,309.0,1498,44.6,101
8714,L55893,L,297.2,308.6,1917,24.1,54
2008,L49187,L,298.6,308.4,1562,34.4,25
6778,L53957,L,301.2,310.7,1951,21.3,44
6637,M21496,M,301.5,310.5,1774,25.5,121
9265,M24124,M,298.3,309.0,1526,36.9,20
524,L47703,L,297.4,309.4,1401,45.9,49
3546,L50725,L,301.8,310.8,1576,38.6,38
8564,L55743,L,298.0,308.9,1500,36.7,104
8594,M23453,M,297.4,308.0,1601,34.6,181
8217,L55396,L,299.2,310.6,1370,61.9,42
7252,M22111,M,300.2,310.3,1448,40.1,209
1384,M16243,M,298.9,310.2,1331,49.0,121
3939,L51118,L,302.5,311.5,1603,32.4,194
3938,L51117,L,302.5,311.5,1802,26.4,192
9047,L56226,L,297.4,308.4,1664,28.1,67
9346,L56525,L,298.2,308.8,1442,47.0,18
1430,M16289,M,298.9,310.0,1456,43.8,15
196,L47375,L,298.3,308.5,1453,42.9,89
1200,M16059,M,296.9,307.9,1979,20.4,68
1279,L48458,L,298.2,309.4,1398,52.9,79
2888,M17747,M,300.5,309.5,1691,27.6,67
9714,L56893,L,299.1,310.2,1496,45.0,104
4840,H34253,H,303.4,311.9,1402,50.0,54
5282,M20141,M,303.7,313.0,1469,39.9,137
9329,H38742,H,298.5,309.1,2051,19.0,184
1508,M16367,M,298.0,308.6,1376,55.7,214
5826,L53005,L,301.3,311.1,1413,42.0,221
1575,L48754,L,298.2,308.2,1478,50.1,166
8468,L55647,L,298.6,309.8,1704,28.3,64
3764,L50943,L,302.3,311.0,1428,47.9,174
6664,L53843,L,301.3,310.4,1504,47.2,193
4117,M18976,M,302.0,310.5,1381,58.4,201
9314,L56493,L,298.5,309.4,1418,45.1,148
8606,L55785,L,297.5,308.4,1633,33.3,213
1797,H31210,H,298.1,307.6,1542,37.1,84
5993,L53172,L,300.7,310.6,1288,47.2,216
571,L47750,L,297.7,309.7,1498,41.0,176
1771,H31184,H,298.4,307.9,1605,31.0,18
6601,M21460,M,301.5,310.6,1424,47.0,26
5634,L52813,L,302.7,312.2,1447,47.5,166
7311,L54490,L,300.0,310.5,1606,33.5,135
5773,L52952,L,301.6,311.3,1706,29.9,93
973,L48152,L,295.8,306.6,1644,35.2,115
9594,L56773,L,299.1,310.2,1352,52.8,41
4573,M19432,M,302.9,311.0,1556,36.5,44
7345,L54524,L,299.6,310.1,1384,49.8,11
7687,M22546,M,300.7,311.7,1504,36.9,229
8431,L55610,L,298.9,310.2,1304,57.2,183
2166,L49345,L,299.5,309.1,1476,47.8,223
8744,H38157,H,297.4,308.7,1323,51.1,130
4021,L51200,L,302.1,311.0,1351,49.5,196
5197,H34610,H,303.9,313.0,1517,36.0,142
2171,M17030,M,299.4,309.1,1500,43.3,10
1454,L48633,L,299.1,310.4,1450,40.9,85
5946,M20805,M,300.8,310.8,1415,44.5,87
6728,L53907,L,301.5,310.8,1785,25.5,120
9235,L56414,L,298.3,309.1,1904,20.3,140
5434,L52613,L,302.9,312.5,1550,45.5,72
6931,M21790,M,300.9,311.5,1836,21.8,12
9676,M24535,M,299.0,310.2,1298,57.2,10
1177,M16036,M,297.2,308.3,1429,42.0,6
7301,L54480,L,300.2,310.6,1431,42.3,113
8852,M23711,M,297.7,308.9,1573,35.1,9
4414,M19273,M,302.7,310.5,1398,47.3,70
5622,M20481,M,302.9,312.2,1292,54.4,136
2215,H31628,H,299.7,309.2,1355,44.8,127
8824,M23683,M,297.3,308.8,1447,57.4,134
4349,L51528,L,301.9,309.8,1507,44.7,131
3263,L50442,L,301.3,310.1,1558,36.3,184
542,L47721,L,297.4,309.4,1296,52.3,96
5445,L52624,L,303.0,312.7,2024,19.9,102
5807,L52986,L,301.4,310.9,1440,45.4,177
8988,L56167,L,297.2,307.9,1580,35.8,140
941,L48120,L,295.6,306.2,1443,48.9,33
1648,L48827,L,297.8,307.8,1761,28.9,128
2489,L49668,L,298.9,308.7,1356,50.7,185
4653,L51832,L,303.1,311.2,1452,52.9,11
8345,L55524,L,298.8,309.7,1609,40.4,169
3350,L50529,L,301.4,310.7,1673,27.8,181
7058,L54237,L,300.8,310.6,1666,36.2,144
2081,L49260,L,299.3,309.2,2280,15.4,207
1009,L48188,L,296.2,307.1,1441,41.7,3
7477,L54656,L,300.2,311.5,1492,41.8,128
8756,M23615,M,297.4,308.7,1582,31.9,161
2521,L49700,L,298.8,308.6,1535,41.2,40
7412,L54591,L,300.0,311.1,1425,47.8,179
4031,L51210,L,302.0,310.8,2143,17.3,227
9777,M24636,M,298.6,309.6,1397,54.1,47
4239,M19098,M,302.3,311.0,1521,34.8,72
5096,M19955,M,304.1,313.5,1428,39.9,88
9102,H38515,H,297.3,308.2,1653,31.4,9
2210,L49389,L,299.8,309.3,1386,49.4,116
8003,M22862,M,300.9,312.1,1851,23.0,156
6297,L53476,L,301.0,310.5,1429,39.4,98
4974,L52153,L,303.8,312.7,1461,38.2,188
5875,M20734,M,301.5,311.1,1660,33.8,115
5042,L52221,L,304.0,313.2,1314,47.1,144
6639,L53818,L,301.5,310.5,1453,44.2,129
8365,L55544,L,298.9,309.8,1396,49.0,13
1634,L48813,L,297.9,307.9,1476,45.2,91
2198,L49377,L,299.7,309.0,1412,49.2,85
2908,M17767,M,300.6,309.4,1581,35.7,117
8495,L55674,L,298.3,309.5,1542,36.7,134
7236,L54415,L,299.8,310.0,1361,53.8,167
928,H30341,H,295.6,306.0,1396,52.4,0
1019,L48198,L,296.3,307.2,1291,58.6,29
6527,L53706,L,301.2,310.4,1515,38.4,51
7320,L54499,L,299.8,310.2,1654,32.7,159
4929,L52108,L,303.5,312.3,1584,35.2,74
98,M14957,M,298.9,308.9,1750,29.9,50
7843,L55022,L,300.1,311.5,1659,31.1,203
209,L47388,L,298.4,308.6,1591,36.7,122
4326,L51505,L,301.6,310.2,1384,57.1,68
1452,L48631,L,298.9,310.4,1831,25.4,81
4243,L51422,L,302.4,311.0,1462,48.5,81
603,L47782,L,297.9,309.8,2000,21.3,29
5231,M20090,M,303.8,313.1,2117,18.6,22
9155,L56334,L,297.5,308.6,1596,36.0,141
6850,L54029,L,301.1,311.3,1498,37.6,11
4166,M19025,M,302.2,310.5,1507,40.4,111
5876,M20735,M,301.5,311.0,1577,39.7,118
7917,L55096,L,300.8,312.1,1512,37.1,169
2019,L49198,L,298.7,308.5,1375,46.4,48
4941,L52120,L,303.6,312.6,1502,39.5,103
5480,M20339,M,302.7,312.1,1564,32.1,188
539,M15398,M,297.4,309.3,1499,36.8,88
6581,L53760,L,301.3,310.4,1507,39.1,194
6037,M20896,M,300.6,311.0,1401,54.6,94
5798,L52977,L,301.6,311.0,1431,42.6,158
7049,L54228,L,300.6,310.4,2007,19.8,116
5524,M20383,M,302.5,311.9,1524,34.8,86
717,H30130,H,297.4,308.6,1420,45.8,120
9595,L56774,L,299.1,310.3,1727,28.7,43
4145,L51324,L,301.8,310.1,1738,28.0,58
197,H29610,H,298.3,308.6,1432,49.5,91
7603,L54782,L,300.4,311.2,1705,28.7,20
7738,M22597,M,300.5,312.0,1985,19.3,143
7890,M22749,M,300.7,312.4,1371,61.7,102
5120,L52299,L,304.2,313.6,1411,46.0,149
8743,L55922,L,297.4,308.8,1467,39.0,128
3442,L50621,L,301.4,310.4,1559,39.4,199
3483,L50662,L,301.9,310.8,1540,37.6,83
4188,M19047,M,302.2,310.7,1601,33.0,166
7543,M22402,M,300.4,311.6,1401,49.9,79
7460,L54639,L,300.0,311.5,1591,32.0,79
1872,L49051,L,298.3,308.1,1840,21.5,88
5563,L52742,L,302.3,311.7,1648,32.1,197
4572,L51751,L,302.8,310.9,1708,29.8,42
7145,M22004,M,300.4,309.8,1517,40.3,149
1840,L49019,L,297.7,307.1,1715,30.2,0
9226,L56405,L,298.0,309.1,1820,23.6,120
7589,L54768,L,300.4,311.1,2013,20.1,195
2715,M17574,M,299.6,309.1,1366,55.2,95
3545,M18404,M,301.9,310.9,1483,37.0,35
114,M14973,M,298.8,308.6,1486,41.9,92
6706,M21565,M,301.5,310.6,1382,58.1,67
4923,M19782,M,303.4,312.2,1615,35.7,56
5957,L53136,L,300.7,310.9,1535,37.1,113
5552,H34965,H,302.4,311.9,1366,47.3,162
1995,M16854,M,298.2,307.9,1403,45.1,193
8205,L55384,L,299.4,310.9,1751,27.8,10
7384,M22243,M,299.7,310.4,1410,44.5,105
4247,L51426,L,302.6,311.0,1537,35.5,91
7557,L54736,L,300.3,311.4,1471,37.0,114
5018,L52197,L,303.9,313.0,1483,45.0,78
8389,L55568,L,298.9,309.9,1365,46.5,75
2933,L50112,L,300.9,309.7,1460,42.1,181
2358,L49537,L,299.3,308.5,1772,26.1,52
4513,M19372,M,302.5,310.3,1411,49.5,110
5806,M20665,M,301.4,310.9,1557,39.3,174
7903,M22762,M,300.7,312.3,1430,47.2,131
6213,L53392,L,300.8,310.6,1402,53.7,93
825,L48004,L,296.6,307.4,1436,42.8,156
1876,L49055,L,298.3,308.0,1363,50.1,96
7590,L54769,L,300.4,311.0,1802,26.0,197
4396,L51575,L,302.3,310.1,1513,40.4,22
1622,L48801,L,297.7,307.6,1844,21.9,61
7500,L54679,L,300.3,311.8,1746,26.3,187
5537,M20396,M,302.3,311.8,1363,54.0,119
3900,M18759,M,302.1,311.0,1711,28.7,83
7799,L54978,L,300.0,311.5,1812,28.3,94
920,L48099,L,295.4,305.8,1407,50.7,192
6304,H35717,H,301.2,310.6,1457,50.5,114
8700,M23559,M,297.3,308.7,1655,34.1,21
3490,L50669,L,301.9,310.9,1542,36.7,101
2246,M17105,M,299.3,308.4,1438,42.3,0
6812,L53991,L,300.9,310.6,1504,46.4,129
9743,L56922,L,298.9,310.2,1623,37.2,177
1707,L48886,L,298.2,307.8,1521,42.9,60
1572,L48751,L,298.3,308.4,1528,37.3,160
2832,M17691,M,300.3,309.2,1490,47.9,163
626,L47805,L,298.3,310.1,1545,36.3,90
8719,L55898,L,297.2,308.7,1509,39.3,66
3064,L50243,L,300.0,309.1,1431,45.4,90
3040,M17899,M,300.3,309.5,1665,31.4,32
7800,L54979,L,300.0,311.4,1374,41.9,96
1474,M16333,M,298.5,309.5,1315,48.9,127
3424,L50603,L,301.4,310.4,1496,35.2,153
7117,L54296,L,301.0,310.5,1601,33.2,77
4318,M19177,M,301.5,310.0,1417,44.6,49
2884,L50063,L,300.6,309.5,1437,40.0,55
4494,L51673,L,302.7,310.5,1511,37.7,60
4705,L51884,L,303.7,311.9,1561,33.3,153
2802,M17661,M,300.2,309.5,1642,28.8,92
7865,L55044,L,300.5,311.9,1330,59.5,33
9650,H39063,H,299.1,310.0,1657,33.1,187
3375,L50554,L,301.4,310.7,1376,50.6,25
1989,H31402,H,298.3,307.9,1420,39.2,176
7050,L54229,L,300.6,310.4,1494,47.3,118
6769,H36182,H,301.3,310.8,1434,39.5,18
9269,L56448,L,298.2,308.8,1666,31.5,30
488,M15347,M,297.4,309.1,1463,35.0,183
906,L48085,L,295.6,306.1,1474,41.2,156
5184,M20043,M,303.9,313.0,1901,22.5,110
8432,H37845,H,298.9,310.1,1324,54.6,185
2456,L49635,L,299.0,308.6,1946,22.3,102
6809,L53988,L,301.0,310.7,1391,45.0,123
2555,L49734,L,299.3,309.1,1531,37.9,127
2395,L49574,L,299.2,308.5,1488,40.3,148
3717,L50896,L,302.3,311.4,1609,32.3,49
1515,M16374,M,298.1,308.8,1628,37.6,12
9204,L56383,L,297.8,308.8,1559,35.2,66
23,M14882,M,298.9,309.3,1581,30.7,65
4098,L51277,L,301.9,310.4,1518,34.1,155
2342,L49521,L,299.1,308.2,1409,46.4,12
5506,L52685,L,302.8,312.2,1746,27.4,44
7832,M22691,M,300.0,311.4,1533,42.6,180
3561,L50740,L,301.8,310.7,1680,32.4,76
4803,M19662,M,303.5,312.4,1318,54.2,177
4224,L51403,L,302.0,310.7,1657,31.9,37
1333,L48512,L,299.0,310.3,1868,24.0,221
2265,M17124,M,299.2,308.4,1415,43.5,53
4673,L51852,L,303.3,311.5,1412,55.6,67
5525,L52704,L,302.6,311.9,1633,30.9,89
6982,H36395,H,300.8,311.2,1612,32.5,143
9095,M23954,M,297.3,308.1,1370,58.8,199
3688,M18547,M,302.0,311.2,1625,30.7,189
4726,M19585,M,303.4,311.8,1515,42.6,204
2906,L50085,L,300.6,309.4,1552,36.4,113
6331,M21190,M,300.5,310.0,1580,37.0,181
6003,L53182,L,300.5,310.3,1683,31.5,8
2523,M17382,M,298.8,308.7,1543,38.2,44
2564,L49743,L,299.3,309.1,1496,37.2,149
8354,L55533,L,298.7,309.6,1442,55.6,194
2630,L49809,L,300.0,309.7,1586,37.8,103
8094,L55273,L,300.2,311.6,1511,35.7,160
8209,L55388,L,299.2,310.7,1477,44.0,19
7174,L54353,L,300.1,310.1,1684,30.8,13
6321,M21180,M,300.8,310.2,1304,52.5,157
3846,L51025,L,302.3,311.0,1591,32.7,171
1503,L48682,L,298.0,308.7,1462,48.2,204
4823,L52002,L,303.5,311.9,1565,38.9,12
1769,M16628,M,298.3,307.8,1485,42.0,13
5327,M20186,M,303.5,312.7,1420,49.1,42
6793,L53972,L,301.2,310.6,1811,24.0,84
6564,L53743,L,301.5,310.7,1942,20.5,155
4083,L51262,L,302.0,310.4,1568,39.2,112
9472,M24331,M,298.6,309.4,1774,27.5,154
5121,M19980,M,304.2,313.6,1424,43.7,151
8213,H37626,H,299.2,310.5,1329,48.9,30
8641,L55820,L,297.6,308.6,1383,47.5,75
1910,L49089,L,298.0,307.7,1435,45.6,184
3998,L51177,L,302.2,311.1,1394,53.7,140
8007,L55186,L,300.9,312.1,1462,46.0,166
9185,L56364,L,298.0,309.2,1665,36.6,22
8912,L56091,L,297.1,308.3,1773,23.8,169
451,M15310,M,297.6,308.7,1419,41.7,81
2294,L49473,L,299.5,308.9,1520,38.3,122
4618,M19477,M,303.1,311.4,1831,23.3,161
2943,L50122,L,300.7,309.5,1461,49.9,0
5364,L52543,L,303.2,312.5,1518,39.9,146
4687,M19546,M,303.5,311.6,1562,34.2,107
86,M14945,M,299.0,309.0,1804,26.8,17
9212,M24071,M,298.0,309.0,1409,49.1,85
1042,L48221,L,296.6,307.6,1809,25.1,86
7379,L54558,L,299.5,310.0,1388,52.4,94
8174,H37587,H,299.9,311.4,1497,37.0,162
7861,L55040,L,300.5,312.0,1415,44.6,23
2143,L49322,L,299.3,308.9,1376,60.3,163
2144,M17003,M,299.3,308.8,1442,49.0,165
9890,H39303,H,298.8,309.6,1516,40.2,152
190,M15049,M,298.3,308.4,1539,43.4,69
1882,L49061,L,298.0,307.6,1548,45.8,111
5519,M20378,M,302.5,311.8,2023,19.1,74
3356,L50535,L,301.5,310.8,1367,49.0,193
2266,M17125,M,299.2,308.4,1330,51.2,56
7758,M22617,M,300.3,311.7,1723,28.3,193
9637,L56816,L,299.2,310.3,1507,41.3,158
5219,L52398,L,303.8,312.9,1589,37.2,203
7778,L54957,L,300.3,311.5,1695,25.6,43
3394,L50573,L,301.5,310.6,1490,48.1,81
8430,L55609,L,299.0,310.3,1577,40.0,181
3671,L50850,L,302.3,311.7,1701,27.5,145
1231,M16090,M,297.1,308.4,1880,23.5,155
8768,L55947,L,297.5,308.6,1380,53.5,192
9853,L57032,L,298.6,309.4,1316,51.4,52
2847,L50026,L,300.3,309.2,1412,44.8,200
5148,L52327,L,304.4,313.6,1569,38.4,11
5903,L53082,L,300.9,310.6,1598,35.4,186
756,H30169,H,296.8,308.1,1492,43.7,222
8447,L55626,L,298.5,309.9,1482,42.1,15
7068,M21927,M,300.8,310.7,1386,42.1,170
3384,H32797,H,301.4,310.6,1674,33.6,49
4195,L51374,L,302.4,311.0,1423,46.2,186
6448,L53627,L,300.6,310.1,1337,45.8,62
2990,L50169,L,300.6,309.8,1502,42.4,133
9745,L56924,L,298.8,310.1,1574,36.2,181
2664,L49843,L,299.9,309.3,1620,31.1,196
3023,L50202,L,300.5,309.6,1760,30.6,213
7620,L54799,L,300.6,311.5,1459,47.0,63
1431,L48610,L,298.9,310.0,1378,49.3,18
485,L47664,L,297.4,309.0,1568,33.7,175
7465,L54644,L,300.1,311.3,1535,42.3,92
7024,M21883,M,300.7,310.6,1572,38.5,50
7879,L55058,L,300.7,312.3,1418,49.0,69
6395,M21254,M,300.2,309.7,1408,44.0,144
993,L48172,L,296.1,307.1,1651,35.7,167
8508,L55687,L,298.4,309.7,1518,39.8,165
4006,M18865,M,302.0,311.1,1406,48.8,159
2578,L49757,L,299.5,309.4,1563,41.5,183
6250,L53429,L,300.7,310.1,1542,35.5,191
3915,L51094,L,302.5,311.5,1493,35.1,131
7608,M22467,M,300.5,311.3,1468,41.1,34
4783,L51962,L,303.8,312.5,1368,52.6,123
8812,L55991,L,297.2,308.5,1574,35.8,95
9615,M24474,M,299.1,310.3,1441,43.9,94
546,L47725,L,297.6,309.4,1958,22.1,108
6862,H36275,H,301.1,311.3,2207,16.6,43
4999,M19858,M,303.6,312.8,1825,25.2,29
5966,H35379,H,300.5,310.9,1447,46.5,137
7377,L54556,L,299.5,310.0,1481,43.1,90
7874,L55053,L,300.7,312.4,1470,38.6,56
1013,M15872,M,296.1,307.1,1433,38.5,14
6476,L53655,L,300.5,309.7,1560,30.2,139
5376,L52555,L,302.9,312.3,1530,34.9,185
4115,L51294,L,302.0,310.6,1358,53.1,194
8378,L55557,L,298.8,309.7,1336,50.3,44
1728,M16587,M,298.3,307.7,1602,33.4,106
1555,M16414,M,298.4,308.7,1584,31.7,117
7115,H36528,H,300.9,310.4,1457,43.8,69
9741,M24600,M,298.9,310.1,1655,31.5,172
655,L47834,L,297.8,309.2,1683,30.9,163
3410,M18269,M,301.2,310.4,1697,30.0,120
8755,L55934,L,297.4,308.6,1635,30.5,159
374,L47553,L,297.4,308.3,1412,42.0,111
7928,L55107,L,300.7,311.9,1476,42.0,196
2786,L49965,L,300.2,309.5,1495,32.6,49
4881,M19740,M,303.8,312.6,1527,41.9,159
5890,M20749,M,301.4,311.0,1234,55.8,152
94,L47273,L,299.1,309.0,1450,43.0,40
7128,L54307,L,300.6,310.0,1438,53.8,103
2179,L49358,L,299.6,309.2,1602,37.3,31
2387,L49566,L,299.1,308.4,1543,37.9,130
5257,L52436,L,303.5,313.0,1393,51.6,80
2641,M17500,M,299.9,309.5,1372,56.2,133
5941,M20800,M,300.6,310.6,1427,52.8,75
1114,M15973,M,296.6,307.4,1790,25.8,72
1521,L48700,L,298.3,309.1,1472,40.1,31
3598,M18457,M,301.7,310.5,1724,33.0,171
4887,L52066,L,303.8,312.5,1372,45.7,180
324,L47503,L,297.8,308.5,1561,46.3,194
6170,L53349,L,300.7,310.5,1448,38.2,218
7338,L54517,L,299.9,310.5,1539,32.8,213
9861,H39274,H,298.7,309.6,1755,26.9,73
3297,M18156,M,301.2,310.3,1379,43.2,56
7527,L54706,L,300.1,311.4,1660,31.4,38
9234,L56413,L,298.3,309.1,1403,45.1,138
9438,M24297,M,298.1,308.7,1527,43.0,56
7492,L54671,L,300.4,311.8,1320,57.9,168
6810,L53989,L,300.9,310.8,1490,38.1,125
1740,H31153,H,298.5,307.9,1260,54.2,141
7294,L54473,L,300.1,310.5,1627,29.2,95
9217,H38630,H,297.7,308.8,1469,43.7,96
8742,L55921,L,297.4,308.8,1538,41.2,126
9206,L56385,L,297.8,308.8,1579,32.9,70
4026,H33439,H,302.1,311.0,1729,26.1,210
5237,L52416,L,303.8,313.1,1394,45.4,36
1299,M16158,M,298.7,309.8,1343,53.6,134
1604,M16463,M,297.8,307.8,1622,32.1,18
6382,L53561,L,300.2,309.7,1771,27.1,104
4689,L51868,L,303.5,311.6,1577,38.1,112
2200,M17059,M,299.8,309.1,1268,58.0,90
5326,L52505,L,303.5,312.7,1694,27.3,40
602,L47781,L,297.9,309.7,2194,16.8,27
4655,M19514,M,303.1,311.0,1510,47.6,16
1179,L48358,L,297.3,308.5,1398,60.4,12
8693,L55872,L,297.1,308.4,1583,31.9,2
6338,M21197,M,300.4,309.8,1435,43.6,203
9704,L56883,L,298.9,310.0,1422,43.6,78
7319,H36732,H,299.9,310.3,1535,43.9,154
5887,L53066,L,301.4,311.1,1494,41.9,142
8546,L55725,L,298.4,309.3,1806,27.6,64
5006,M19865,M,303.7,312.9,1444,52.7,46
8192,M23051,M,299.6,310.9,1630,29.8,206
8716,L55895,L,297.1,308.6,1442,37.1,59
9484,H38897,H,298.9,309.6,1546,35.3,190
7747,M22606,M,300.4,311.7,1508,45.4,164
7022,H36435,H,300.7,310.6,1631,32.6,43
2204,L49383,L,299.8,309.0,1614,30.8,100
6102,L53281,L,300.7,310.6,1616,29.6,47
8837,L56016,L,297.4,308.9,1708,28.8,174
5232,L52411,L,303.8,313.1,1458,42.2,25
605,L47784,L,297.9,309.9,1542,33.8,33
1984,M16843,M,298.0,307.6,1459,44.4,163
4576,M19435,M,302.9,311.0,1437,49.9,55
5591,M20450,M,302.5,311.9,1340,59.4,60
7466,M22325,M,300.1,311.4,1390,52.1,94
9651,M24510,M,299.1,310.0,1437,41.1,192
4364,H33777,H,302.1,310.1,1844,24.6,171
3981,M18840,M,302.2,311.3,1375,47.0,98
7039,L54218,L,300.7,310.6,1654,34.2,89
8294,M23153,M,298.9,310.4,1533,44.4,24
969,L48148,L,295.9,306.7,1547,40.9,107
5878,L53057,L,301.5,311.1,1458,41.4,123
4520,L51699,L,302.4,310.4,1666,29.7,125
428,M15287,M,297.5,308.5,1496,42.2,22
3723,L50902,L,302.2,311.2,1451,41.8,66
1983,M16842,M,298.0,307.7,1487,41.3,160
5377,H34790,H,302.8,312.3,1336,57.5,187
5582,M20441,M,302.5,312.1,1454,47.6,37
2950,M17809,M,300.7,309.5,1470,48.7,21
2487,M17346,M,298.9,308.7,1772,28.4,177
309,L47488,L,297.9,308.5,1305,47.2,155
4879,L52058,L,303.7,312.4,1348,51.0,152
3449,L50628,L,301.6,310.6,1478,36.6,218
5564,M20423,M,302.3,311.7,1640,31.5,199
8482,M23341,M,298.3,309.4,1595,29.0,103
9689,L56868,L,299.1,310.1,1367,45.6,44
8798,L55977,L,297.2,308.3,1569,31.2,63
6048,H35461,H,300.9,311.0,1853,23.6,122
7315,L54494,L,299.9,310.3,1268,53.3,146
1170,L48349,L,297.0,308.1,1355,43.7,217
3474,M18333,M,301.8,310.8,1691,33.4,62
1709,L48888,L,298.2,307.8,1627,31.5,64
9210,M24069,M,298.0,309.0,1393,55.9,79
3367,M18226,M,301.4,310.7,1692,32.3,5
1953,L49132,L,298.0,307.8,1266,60.5,81
836,M15695,M,296.7,307.4,1533,32.5,182
793,L47972,L,296.8,307.8,1373,42.9,74
586,L47765,L,297.6,309.5,2001,20.5,220
9367,L56546,L,298.0,308.5,1461,48.0,68
7008,L54187,L,300.5,310.6,1499,45.2,8
9245,L56424,L,298.3,308.8,1767,27.3,168
4978,L52157,L,303.7,312.7,1540,44.8,196
8254,L55433,L,299.1,310.4,1657,31.0,129
1246,M16105,M,297.1,308.4,1588,33.4,204
1720,L48899,L,298.2,307.7,1503,38.3,87
6333,M21192,M,300.5,309.9,1994,19.8,189
3346,L50525,L,301.3,310.7,1594,34.1,172
7044,M21903,M,300.7,310.6,2006,19.1,102
7438,L54617,L,299.8,311.3,1727,30.0,24
8043,L55222,L,300.8,311.9,1486,45.1,30
2583,L49762,L,299.2,309.0,1615,33.7,193
2632,H32045,H,300.0,309.7,1529,42.4,107
6033,L53212,L,300.7,310.8,1754,27.7,84
9455,L56634,L,298.4,309.2,1583,35.4,112
2463,L49642,L,298.9,308.5,1742,34.5,117
1557,H30970,H,298.4,308.5,1398,47.1,122
3471,L50650,L,301.8,310.8,1736,26.5,56
8717,M23576,M,297.1,308.6,1717,31.3,61
9815,H39228,H,298.3,309.1,1430,40.9,162
7118,L54297,L,300.9,310.5,1570,40.1,79
5548,M20407,M,302.3,311.7,1540,28.9,149
5748,L52927,L,302.1,311.5,1533,39.4,26
3180,L50359,L,300.1,309.3,1570,36.8,189
9847,L57026,L,298.3,309.0,1339,58.8,35
4270,L51449,L,302.6,311.0,1610,39.2,152
4954,L52133,L,303.7,312.5,1670,26.1,139
8439,L55618,L,298.6,309.8,1469,42.8,205
2966,M17825,M,300.7,309.5,1838,24.9,66
7284,M22143,M,300.0,310.2,1443,58.7,68
1006,L48185,L,296.2,307.2,1382,52.0,201
9977,L57156,L,298.6,308.2,1705,26.3,177
6438,L53617,L,300.4,310.0,1282,66.1,40
3739,M18598,M,302.3,311.2,1454,43.8,112
2654,L49833,L,299.9,309.5,1779,26.1,169
6757,L53936,L,301.8,311.2,1840,26.6,202
5846,M20705,M,301.4,311.2,1727,26.5,43
