udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
686,M15545,M,297.7,309.0,1636,29.7,32,No Failure
687,M15546,M,297.7,309.0,1504,40.4,35,No Failure
688,M15547,M,297.7,309.0,1531,42.4,38,No Failure
689,H30102,H,297.6,309.0,1735,26.4,41,No Failure
690,H30103,H,297.6,309.0,1354,55.6,46,No Failure
691,H30104,H,297.6,309.0,1413,40.2,51,No Failure
692,L47871,L,297.7,309.1,1563,39.3,56,No Failure
694,L47873,L,297.7,309.1,1477,38.3,60,No Failure
695,L47874,L,297.6,309.1,1394,50.0,62,No Failure
696,L47875,L,297.6,309.0,1487,45.4,64,No Failure
697,M15556,M,297.6,309.0,1815,25.3,66,No Failure
698,M15557,M,297.6,308.8,1453,39.7,69,No Failure
699,L47878,L,297.6,308.8,1539,40.2,72,No Failure
701,M15560,M,297.6,308.8,1683,31.6,79,No Failure
702,L47881,L,297.7,308.8,1515,40.1,82,No Failure
703,M15562,M,297.7,308.9,1531,48.3,84,No Failure
705,L47884,L,297.7,308.9,1516,33.7,92,No Failure
708,L47887,L,297.7,308.9,1838,27.3,99,No Failure
710,M15569,M,297.6,308.8,1357,49.7,104,No Failure
711,M15570,M,297.5,308.7,1697,28.1,107,No Failure
713,L47892,L,297.5,308.7,1453,37.6,112,No Failure
714,L47893,L,297.4,308.6,1439,46.4,114,No Failure
715,L47894,L,297.4,308.6,1609,36.2,116,No Failure
716,L47895,L,297.4,308.6,1324,59.1,118,No Failure
718,L47897,L,297.4,308.7,1545,36.9,125,No Failure
719,L47898,L,297.5,308.8,1477,39.0,127,No Failure
722,L47901,L,297.5,308.9,1696,30.9,133,No Failure
723,L47902,L,297.5,308.9,1427,44.7,135,No Failure
725,L47904,L,297.5,308.9,1390,44.6,140,No Failure
726,L47905,L,297.4,308.8,1640,34.2,142,No Failure
727,M15586,M,297.4,308.8,1628,37.4,144,No Failure
728,H30141,H,297.3,308.6,1499,37.6,147,No Failure
730,L47909,L,297.3,308.6,1586,37.7,155,No Failure
731,M15590,M,297.3,308.6,1471,50.7,157,No Failure
732,M15591,M,297.3,308.6,1431,53.0,160,No Failure
733,L47912,L,297.2,308.6,1924,22.1,163,No Failure
734,M15593,M,297.1,308.4,1421,42.0,165,No Failure
735,H30148,H,297.0,308.4,1305,54.6,168,No Failure
736,L47915,L,296.9,308.4,1557,32.4,173,No Failure
739,L47918,L,296.8,308.3,1506,45.9,182,No Failure
741,M15600,M,296.9,308.4,1450,46.9,186,No Failure
743,L47922,L,296.8,308.2,1643,34.7,191,No Failure
745,L47924,L,296.7,308.1,1450,40.9,195,No Failure
746,L47925,L,296.7,308.0,1451,50.7,197,No Failure
747,L47926,L,296.8,308.1,1289,62.0,199,Overstrain Failure
749,H30162,H,296.7,308.1,1528,46.3,203,No Failure
751,L47930,L,296.7,308.0,1535,36.8,210,No Failure
752,M15611,M,296.8,308.1,1843,24.2,212,No Failure
754,L47933,L,296.8,308.0,1536,40.4,217,No Failure
755,M15614,M,296.9,308.1,1483,44.3,219,No Failure
760,M15619,M,296.7,307.8,1537,36.3,233,No Failure
762,L47941,L,296.7,307.8,1646,34.6,238,No Failure
764,L47943,L,296.7,307.8,1400,47.5,3,No Failure
765,L47944,L,296.8,307.9,1337,56.5,5,No Failure
766,L47945,L,296.9,308.0,1332,53.9,7,No Failure
768,L47947,L,296.9,308.0,1546,31.1,11,No Failure
769,L47948,L,296.9,308.0,1713,29.3,13,No Failure
770,L47949,L,296.9,308.0,1343,44.5,15,No Failure
771,L47950,L,296.8,308.0,1391,54.4,17,No Failure
772,H30185,H,296.8,308.0,1311,58.6,19,No Failure
775,L47954,L,296.8,307.9,1448,48.8,31,No Failure
777,L47956,L,296.7,307.8,1468,39.2,35,No Failure
779,L47958,L,296.7,308.0,1580,32.2,39,No Failure
780,L47959,L,296.8,308.0,1666,29.8,41,No Failure
783,L47962,L,296.8,307.9,1698,30.8,48,No Failure
784,H30197,H,296.7,307.9,1579,33.4,50,No Failure
785,L47964,L,296.7,307.9,1743,27.9,55,No Failure
788,L47967,L,296.9,308.1,1435,45.3,62,No Failure
789,M15648,M,296.9,308.1,1440,46.3,64,No Failure
790,M15649,M,296.9,308.0,1641,33.3,67,No Failure
791,L47970,L,296.8,307.9,1420,45.4,70,No Failure
792,L47971,L,296.8,307.9,1611,35.4,72,No Failure
794,M15653,M,296.8,307.9,1683,31.8,76,No Failure
795,H30208,H,296.9,307.9,1547,32.6,79,No Failure
796,L47975,L,296.9,307.8,1605,37.0,84,No Failure
798,L47977,L,296.8,307.7,1565,40.1,89,No Failure
799,M15658,M,296.9,307.8,1828,24.6,91,No Failure
800,M15659,M,297.0,307.8,1579,34.1,94,No Failure
801,M15660,M,297.0,307.9,1882,24.2,97,No Failure
802,L47981,L,296.9,307.8,1285,52.1,100,No Failure
803,L47982,L,296.9,307.8,1571,35.0,102,No Failure
804,H30217,H,296.9,307.8,1549,37.8,104,No Failure
805,M15664,M,296.9,307.8,1544,37.6,109,No Failure
806,M15665,M,297.0,307.9,1412,47.4,112,No Failure
807,M15666,M,297.0,307.9,1422,53.0,115,No Failure
808,L47987,L,297.0,307.7,1867,22.8,118,No Failure
809,L47988,L,296.9,307.7,1424,43.3,120,No Failure
811,L47990,L,296.9,307.7,1550,39.7,124,No Failure
812,L47991,L,296.8,307.6,1588,37.6,126,No Failure
813,L47992,L,296.8,307.6,1338,44.4,128,No Failure
817,L47996,L,296.8,307.6,1434,48.3,138,No Failure
819,L47998,L,296.8,307.6,1304,48.7,142,No Failure
820,L47999,L,296.8,307.6,1398,46.7,144,No Failure
823,M15682,M,296.7,307.6,1547,34.7,150,No Failure
824,M15683,M,296.6,307.5,1482,39.9,153,No Failure
827,L48006,L,296.5,307.2,1481,38.2,160,No Failure
828,L48007,L,296.5,307.3,1501,42.1,162,No Failure
829,L48008,L,296.5,307.3,1566,37.2,164,No Failure
830,L48009,L,296.5,307.3,1579,34.5,166,No Failure
831,L48010,L,296.6,307.4,1631,35.0,168,No Failure
837,L48016,L,296.6,307.4,1368,45.1,185,No Failure
838,L48017,L,296.6,307.4,1465,47.8,187,No Failure
839,H30252,H,296.6,307.4,1406,41.5,189,No Failure
840,M15699,M,296.5,307.4,1565,43.5,194,No Failure
842,L48021,L,296.6,307.5,1439,45.5,199,No Failure
844,L48023,L,296.6,307.5,1485,42.7,204,No Failure
845,L48024,L,296.5,307.5,1566,35.1,206,No Failure
846,L48025,L,296.3,307.3,1439,41.5,208,No Failure
848,L48027,L,296.4,307.4,2833,5.6,213,Power Failure
849,L48028,L,296.3,307.4,1465,47.1,215,No Failure
853,M15712,M,296.3,307.3,1368,49.5,10,No Failure
854,L48033,L,296.3,307.3,1444,49.0,13,No Failure
855,M15714,M,296.3,307.3,1498,41.6,15,No Failure
856,L48035,L,296.1,307.2,1615,30.8,18,No Failure
857,L48036,L,296.1,307.1,1898,22.7,20,No Failure
858,M15717,M,296.1,307.1,1350,53.3,22,No Failure
859,M15718,M,296.2,307.0,1516,37.6,25,No Failure
860,H30273,H,296.2,307.0,1542,40.6,28,No Failure
863,H30276,H,296.1,306.8,1645,31.0,41,No Failure
865,M15724,M,296.0,306.7,2044,22.3,48,No Failure
866,L48045,L,295.9,306.6,1414,50.2,51,No Failure
867,L48046,L,295.9,306.6,1678,26.7,53,No Failure
868,H30281,H,295.9,306.5,1594,33.2,55,No Failure
870,L48049,L,295.8,306.5,1358,49.2,63,No Failure
871,L48050,L,295.8,306.4,1325,56.2,65,No Failure
872,L48051,L,295.8,306.4,1339,53.2,67,No Failure
873,M15732,M,295.8,306.4,1335,51.7,69,No Failure
875,L48054,L,295.9,306.4,1575,28.5,74,No Failure
877,L48056,L,295.7,306.3,1915,22.4,79,No Failure
880,L48059,L,295.8,306.3,1337,54.6,87,No Failure
881,M15740,M,295.8,306.3,1235,76.2,89,Power Failure
882,L48061,L,295.7,306.2,1464,46.2,92,No Failure
883,M15742,M,295.7,306.2,1739,25.9,94,No Failure
884,L48063,L,295.7,306.3,1490,34.3,97,No Failure
885,L48064,L,295.8,306.4,1356,48.0,99,No Failure
887,L48066,L,295.7,306.2,1458,40.6,103,No Failure
888,H30301,H,295.7,306.2,2161,16.5,105,No Failure
889,M15748,M,295.6,306.1,1651,28.1,110,No Failure
891,L48070,L,295.6,306.0,1370,52.4,115,No Failure
892,L48071,L,295.7,306.1,1408,47.9,117,No Failure
894,M15753,M,295.7,306.2,1423,42.5,121,No Failure
896,M15755,M,295.6,306.2,1435,51.6,126,No Failure
897,L48076,L,295.5,306.1,1573,35.1,129,No Failure
899,L48078,L,295.6,306.2,1446,49.9,133,No Failure
900,H30313,H,295.6,306.2,1329,55.3,135,No Failure
901,L48080,L,295.6,306.2,1569,35.1,140,No Failure
902,H30315,H,295.6,306.1,1256,62.3,142,No Failure
904,L48083,L,295.7,306.2,2270,14.6,149,Power Failure
907,M15766,M,295.6,306.1,1462,49.2,158,No Failure
908,M15767,M,295.6,306.1,1669,29.0,161,No Failure
909,M15768,M,295.5,306.1,1822,24.3,164,No Failure
910,L48089,L,295.5,306.0,1456,39.2,167,No Failure
911,L48090,L,295.5,306.0,1546,35.9,169,No Failure
914,L48093,L,295.5,306.0,1621,29.5,176,No Failure
915,M15774,M,295.4,305.9,1518,40.6,178,No Failure
916,M15775,M,295.4,305.8,1526,38.2,181,No Failure
917,M15776,M,295.3,305.8,1589,36.2,184,No Failure
919,M15778,M,295.3,305.7,1473,38.5,189,No Failure
921,M15780,M,295.5,305.9,1518,44.1,194,No Failure
922,H30335,H,295.5,305.9,1593,37.2,197,No Failure
923,M15782,M,295.5,305.9,1380,52.4,202,No Failure
924,M15783,M,295.5,306.0,1423,45.3,205,No Failure
925,L48104,L,295.5,306.0,1800,27.6,208,No Failure
927,L48106,L,295.6,306.1,1372,55.6,215,Overstrain Failure
929,L48108,L,295.6,306.0,1949,21.9,5,No Failure
930,L48109,L,295.6,306.0,1419,51.1,7,No Failure
932,L48111,L,295.5,305.9,1542,36.2,12,No Failure
933,L48112,L,295.6,306.0,1363,50.0,14,No Failure
934,L48113,L,295.5,306.0,1597,37.2,16,No Failure
935,M15794,M,295.5,306.0,1326,50.8,18,No Failure
938,L48117,L,295.6,306.2,1263,61.8,27,No Failure
939,L48118,L,295.6,306.2,1823,25.8,29,No Failure
940,L48119,L,295.5,306.1,1488,40.7,31,No Failure
942,L48121,L,295.6,306.2,1650,28.2,35,No Failure
943,M15802,M,295.7,306.3,1462,44.3,37,No Failure
944,M15803,M,295.6,306.2,1477,45.0,40,No Failure
945,M15804,M,295.7,306.3,1712,28.5,43,No Failure
946,M15805,M,295.7,306.3,1347,50.4,46,No Failure
947,L48126,L,295.6,306.2,1287,54.8,49,No Failure
949,M15808,M,295.6,306.3,1426,45.5,53,No Failure
951,L48130,L,295.6,306.2,1424,42.5,58,No Failure
952,H30365,H,295.6,306.3,1509,35.8,60,No Failure
954,L48133,L,295.5,306.1,1650,32.8,67,No Failure
957,H30370,H,295.6,306.2,1632,32.2,76,No Failure
958,M15817,M,295.7,306.4,1387,40.1,81,No Failure
960,L48139,L,295.8,306.5,1505,35.2,86,No Failure
961,L48140,L,295.8,306.5,1534,37.9,88,No Failure
962,L48141,L,295.8,306.5,1493,40.5,90,No Failure
963,M15822,M,295.8,306.6,1480,43.2,92,No Failure
964,L48143,L,295.8,306.6,1621,31.6,95,No Failure
965,L48144,L,295.7,306.5,1737,26.2,97,No Failure
966,L48145,L,295.8,306.6,1508,46.5,99,No Failure
967,M15826,M,295.8,306.5,1641,32.2,101,No Failure
968,M15827,M,295.9,306.6,1532,38.6,104,No Failure
970,L48149,L,295.9,306.6,1412,41.0,109,No Failure
971,L48150,L,295.8,306.5,1568,35.1,111,No Failure
972,L48151,L,295.9,306.6,1557,41.1,113,No Failure
975,L48154,L,296.0,306.6,1511,35.2,119,No Failure
976,M15835,M,296.0,306.6,1628,36.8,121,No Failure
979,M15838,M,296.2,306.8,1526,42.3,129,No Failure
980,L48159,L,296.2,306.8,1389,53.3,132,No Failure
981,L48160,L,296.1,306.7,1409,42.8,134,No Failure
982,L48161,L,296.2,306.8,1655,31.1,136,No Failure
983,L48162,L,296.2,306.9,1516,39.1,138,No Failure
984,L48163,L,296.2,306.9,1526,34.9,140,No Failure
985,L48164,L,296.3,307.1,1419,48.6,142,No Failure
986,L48165,L,296.4,307.2,1748,25.3,144,No Failure
988,M15847,M,296.3,307.1,1534,33.8,151,No Failure
992,M15851,M,296.1,307.0,1523,42.0,164,No Failure
994,M15853,M,296.1,307.1,1485,36.0,169,No Failure
995,M15854,M,296.2,307.2,1168,63.4,172,No Failure
997,M15856,M,296.3,307.2,1286,51.1,177,No Failure
999,M15858,M,296.4,307.2,2071,19.4,183,No Failure
1000,L48179,L,296.3,307.1,1560,33.2,186,No Failure
1001,L48180,L,296.3,307.1,1654,29.6,188,No Failure
1002,L48181,L,296.3,307.1,1662,32.9,190,No Failure
1007,L48186,L,296.2,307.1,1413,53.4,203,No Failure
1010,M15869,M,296.2,307.2,1385,44.0,5,No Failure
1011,M15870,M,296.2,307.2,1552,34.8,8,No Failure
1012,M15871,M,296.2,307.3,1451,42.8,11,No Failure
1016,L48195,L,296.2,307.2,1356,43.6,22,No Failure
1017,M15876,M,296.3,307.2,1319,68.3,24,Power Failure
1020,L48199,L,296.3,307.3,1398,52.7,31,No Failure
1021,L48200,L,296.3,307.3,1372,57.7,33,No Failure
1022,M15881,M,296.3,307.2,1454,42.5,35,No Failure
1023,L48202,L,296.2,307.2,1515,36.5,38,No Failure
1024,L48203,L,296.2,307.3,1881,24.3,40,No Failure
1028,M15887,M,296.3,307.4,1335,50.5,48,No Failure
1029,L48208,L,296.3,307.4,1472,39.9,51,No Failure
1030,M15889,M,296.2,307.3,1477,35.2,53,No Failure
1032,L48211,L,296.4,307.5,1549,36.1,58,No Failure
1033,L48212,L,296.3,307.4,1648,34.0,60,No Failure
1034,H30447,H,296.4,307.5,1556,38.0,62,No Failure
1035,M15894,M,296.3,307.4,1958,19.1,67,No Failure
1036,L48215,L,296.4,307.4,1403,48.4,70,No Failure
1037,M15896,M,296.4,307.5,1684,31.4,72,No Failure
1038,H30451,H,296.4,307.5,1596,35.1,75,No Failure
1039,L48218,L,296.6,307.6,1498,41.1,80,No Failure
1040,L48219,L,296.7,307.7,1524,36.8,82,No Failure
1041,L48220,L,296.7,307.7,1502,43.9,84,No Failure
1044,L48223,L,296.5,307.6,1431,45.2,90,No Failure
1045,L48224,L,296.5,307.6,1512,43.6,92,No Failure
1046,H30459,H,296.4,307.5,1403,52.8,94,No Failure
1047,L48226,L,296.4,307.5,1331,47.8,99,No Failure
1048,M15907,M,296.6,307.7,1474,52.6,101,No Failure
1050,L48229,L,296.5,307.6,1415,44.2,106,No Failure
1052,L48231,L,296.6,307.7,1556,37.7,110,No Failure
1053,L48232,L,296.7,307.7,1927,23.9,112,No Failure
1054,M15913,M,296.7,307.7,1597,32.1,114,No Failure
1056,L48235,L,296.8,307.8,1480,39.4,122,No Failure
1057,L48236,L,296.8,307.8,1565,39.5,124,No Failure
1060,M15919,M,296.7,307.9,1874,21.3,130,No Failure
1061,H30474,H,296.7,307.9,1424,53.8,133,No Failure
1062,L48241,L,296.7,307.9,1420,50.1,138,No Failure
1063,L48242,L,296.8,307.9,1372,49.0,140,No Failure
1066,L48245,L,296.8,307.9,1718,25.2,148,No Failure
1068,L48247,L,296.9,307.8,1466,45.7,153,No Failure
1069,L48248,L,296.8,307.8,1394,47.7,155,No Failure
1070,M15929,M,296.9,307.8,1840,24.6,157,No Failure
1071,M15930,M,296.9,307.8,1477,37.2,160,No Failure
1073,M15932,M,297.0,307.9,1414,46.2,165,No Failure
1074,L48253,L,297.0,307.8,1414,47.5,168,No Failure
1075,L48254,L,297.0,307.9,1595,31.7,170,No Failure
1077,L48256,L,296.9,307.7,1653,35.9,177,No Failure
1079,H30492,H,296.9,307.7,1656,30.8,181,No Failure
1082,L48261,L,297.0,307.8,1521,40.2,190,No Failure
1083,H30496,H,297.1,307.9,1420,39.8,192,No Failure
1084,L48263,L,297.0,307.8,1683,32.3,197,No Failure
1086,L48265,L,297.0,307.8,1385,56.4,202,Overstrain Failure
1089,M15948,M,296.9,307.8,1392,43.9,0,No Failure
1090,M15949,M,296.9,307.7,2008,17.5,3,No Failure
1092,L48271,L,297.0,307.7,1447,46.4,8,No Failure
1093,M15952,M,296.9,307.6,1685,32.0,10,No Failure
1095,L48274,L,296.9,307.5,1354,44.4,16,No Failure
1098,H30511,H,296.9,307.5,1397,48.3,22,No Failure
1100,M15959,M,296.8,307.4,1472,43.9,30,No Failure
1103,L48282,L,296.8,307.5,1347,54.8,43,No Failure
1104,M15963,M,296.7,307.4,1540,38.7,45,No Failure
1107,L48286,L,296.7,307.6,1540,38.6,53,No Failure
1109,L48288,L,296.6,307.4,1504,45.8,58,No Failure
1111,L48290,L,296.5,307.4,1292,52.5,62,No Failure
1112,H30525,H,296.5,307.4,1432,49.2,64,No Failure
1113,M15972,M,296.5,307.4,1350,55.6,69,No Failure
1115,H30528,H,296.4,307.3,1540,37.4,75,No Failure
1117,L48296,L,296.4,307.3,1487,37.5,83,No Failure
1118,L48297,L,296.5,307.4,1523,40.7,85,No Failure
1120,L48299,L,296.5,307.5,1340,59.1,89,No Failure
1121,H30534,H,296.6,307.7,1654,31.0,91,No Failure
1122,L48301,L,296.6,307.6,1459,40.2,96,No Failure
1124,H30537,H,296.6,307.7,1386,62.3,100,Power Failure
1125,M15984,M,296.7,307.8,1258,69.0,105,Power Failure
1127,L48306,L,296.8,307.9,1706,30.8,111,No Failure
1129,M15988,M,296.8,307.9,1843,25.2,116,No Failure
1130,L48309,L,296.7,307.9,1690,29.6,119,No Failure
1131,L48310,L,296.8,307.9,1413,46.5,121,No Failure
1132,L48311,L,296.8,307.9,1489,33.4,123,No Failure
1133,L48312,L,296.8,307.9,1271,61.4,125,No Failure
1135,M15994,M,296.9,307.8,1426,50.7,130,No Failure
1136,L48315,L,296.9,307.9,1535,39.2,133,No Failure
1138,L48317,L,296.9,307.8,1653,29.7,137,No Failure
1141,M16000,M,296.9,307.9,1385,44.8,144,No Failure
1142,L48321,L,297.0,307.9,1635,31.6,147,No Failure
1143,L48322,L,296.9,307.9,1423,43.9,149,No Failure
1144,L48323,L,297.0,307.9,1479,39.2,151,No Failure
1146,L48325,L,297.0,307.8,1553,33.3,155,No Failure
1147,L48326,L,297.0,307.9,1529,42.2,157,No Failure
1148,M16007,M,297.1,308.0,1690,25.6,159,No Failure
1149,L48328,L,297.1,308.0,1348,58.0,162,No Failure
1150,L48329,L,297.2,308.1,1446,38.5,164,No Failure
1152,L48331,L,297.0,307.9,1350,47.7,168,No Failure
1153,L48332,L,297.1,307.9,1507,38.3,170,No Failure
1154,H30567,H,297.0,307.9,1448,45.6,172,No Failure
1155,L48334,L,296.9,307.9,1626,29.9,177,No Failure
1156,H30569,H,297.0,307.9,1846,27.3,179,No Failure
1157,H30570,H,297.0,307.8,1404,40.7,184,No Failure
1158,L48337,L,297.0,307.8,1583,37.2,189,No Failure
1159,L48338,L,297.0,307.9,1436,47.7,191,No Failure
1161,H30574,H,297.0,307.7,1834,23.8,195,No Failure
1164,L48343,L,296.9,307.9,1367,47.1,204,No Failure
1165,L48344,L,297.1,308.1,1754,30.3,206,No Failure
1166,L48345,L,297.1,308.1,1487,34.6,208,No Failure
1167,M16026,M,297.1,308.1,1506,37.7,210,No Failure
1168,L48347,L,297.0,308.1,1362,52.5,213,Overstrain Failure
1169,L48348,L,297.1,308.1,1584,36.8,215,No Failure
1171,M16030,M,297.1,308.1,1823,24.3,219,No Failure
1172,H30585,H,297.0,308.1,1517,41.4,222,No Failure
1174,H30587,H,297.1,308.0,1559,38.8,229,No Failure
1180,L48359,L,297.3,308.4,1441,43.4,14,No Failure
1181,H30594,H,297.3,308.4,1531,35.6,16,No Failure
1182,L48361,L,297.2,308.3,1379,52.1,21,No Failure
1183,L48362,L,297.3,308.3,1410,48.1,23,No Failure
1184,L48363,L,297.3,308.4,1513,40.5,25,No Failure
1185,L48364,L,297.3,308.5,1497,47.5,27,No Failure
1186,L48365,L,297.3,308.4,1491,46.5,29,No Failure
1188,M16047,M,297.4,308.6,1522,38.0,33,No Failure
1189,L48368,L,297.3,308.4,1339,52.1,36,No Failure
1193,M16052,M,297.2,308.3,1431,43.7,46,No Failure
1195,M16054,M,297.0,308.1,1507,43.1,51,No Failure
1196,M16055,M,297.0,308.0,1408,47.9,54,No Failure
1197,M16056,M,297.0,307.9,1493,34.7,57,No Failure
1198,M16057,M,296.9,307.9,1441,47.6,60,No Failure
1199,H30612,H,296.9,307.9,1557,36.5,63,No Failure
1201,M16060,M,296.9,308.0,1430,55.9,71,No Failure
1202,L48381,L,296.9,308.0,1658,41.0,74,No Failure
1207,H30620,H,296.9,308.0,1318,53.5,88,No Failure
1208,M16067,M,297.0,308.1,1573,34.9,93,No Failure
1210,H30623,H,297.0,308.1,2540,13.3,98,No Failure
1211,L48390,L,297.0,308.1,1537,39.0,103,No Failure
1212,H30625,H,296.9,308.0,1416,46.9,105,No Failure
1213,L48392,L,296.9,307.9,1359,56.5,110,No Failure
1214,M16073,M,296.8,307.8,1551,38.9,112,No Failure
1215,M16074,M,296.8,307.8,1694,33.0,115,No Failure
1216,L48395,L,296.8,307.9,1709,28.4,118,No Failure
1217,L48396,L,296.9,308.0,1514,41.0,120,No Failure
1221,L48400,L,297.0,308.2,1577,29.4,130,No Failure
1222,M16081,M,297.0,308.3,1399,46.4,132,Random Failures
1224,L48403,L,297.0,308.3,1492,48.1,137,No Failure
1226,H30639,H,297.1,308.3,1492,41.5,141,No Failure
1227,L48406,L,297.1,308.4,1488,42.5,146,No Failure
1228,L48407,L,297.1,308.4,1422,42.1,148,No Failure
1229,M16088,M,297.1,308.4,1583,38.2,150,No Failure
1230,L48409,L,297.1,308.4,1304,53.5,153,No Failure
1232,M16091,M,297.2,308.5,1604,40.7,158,No Failure
1234,M16093,M,297.2,308.5,1364,55.6,163,No Failure
1236,H30649,H,297.1,308.4,1654,31.4,171,No Failure
1237,H30650,H,297.1,308.4,1359,46.6,176,No Failure
1239,M16098,M,297.1,308.4,1615,32.6,184,No Failure
1240,H30653,H,297.2,308.5,1482,39.3,187,No Failure
1241,L48420,L,297.2,308.6,1636,31.3,192,No Failure
1242,M16101,M,297.1,308.5,1621,32.4,194,No Failure
1243,L48422,L,297.1,308.4,1468,44.4,197,No Failure
1244,M16103,M,297.1,308.4,1432,53.4,199,No Failure
1247,H30660,H,297.2,308.5,1653,33.3,207,No Failure
1249,L48428,L,297.2,308.6,1489,40.2,214,No Failure
1250,L48429,L,297.3,308.7,1467,36.8,216,No Failure
1253,L48432,L,297.5,308.8,1533,41.5,223,No Failure
1254,L48433,L,297.5,308.8,1309,57.3,0,No Failure
1257,M16116,M,297.5,308.9,1535,37.7,12,No Failure
1260,M16119,M,297.5,308.9,1280,48.5,19,No Failure
1261,L48440,L,297.6,309.0,1528,33.8,22,No Failure
1262,H30675,H,297.6,309.0,1885,25.2,24,No Failure
1263,H30676,H,297.8,309.2,1648,33.0,29,No Failure
1264,L48443,L,297.8,309.2,1400,56.9,34,No Failure
1266,L48445,L,297.9,309.4,1558,35.7,39,No Failure
1268,M16127,M,298.1,309.6,1549,38.7,43,No Failure
1270,L48449,L,298.1,309.5,1467,41.8,48,No Failure
1271,M16130,M,298.0,309.4,1276,65.9,50,No Failure
1273,H30686,H,298.0,309.4,1562,38.1,58,No Failure
1274,L48453,L,298.1,309.4,1397,48.2,63,No Failure
1276,M16135,M,298.1,309.4,1362,47.6,70,No Failure
1277,M16136,M,298.2,309.4,1693,34.4,73,No Failure
1280,M16139,M,298.3,309.6,1531,40.1,81,No Failure
1281,H30694,H,298.3,309.5,1521,37.1,84,No Failure
1282,H30695,H,298.3,309.5,1427,54.3,89,No Failure
1283,L48462,L,298.3,309.4,1546,36.1,94,No Failure
1284,L48463,L,298.3,309.4,1356,45.4,96,No Failure
1286,M16145,M,298.5,309.6,1492,41.7,100,No Failure
1287,L48466,L,298.5,309.6,1582,40.3,103,No Failure
1289,M16148,M,298.5,309.6,1441,48.2,107,No Failure
1290,M16149,M,298.6,309.7,1635,32.2,110,No Failure
1291,L48470,L,298.6,309.7,1429,45.8,113,No Failure
1292,M16151,M,298.6,309.7,1675,28.4,115,No Failure
1293,M16152,M,298.7,309.7,1868,23.8,118,No Failure
1294,H30707,H,298.7,309.8,1582,33.4,121,No Failure
1296,L48475,L,298.7,309.8,1402,54.3,128,No Failure
1297,L48476,L,298.7,309.9,1621,34.1,130,No Failure
1300,M16159,M,298.7,309.9,1458,40.2,137,No Failure
1301,L48480,L,298.7,309.8,1322,57.0,140,No Failure
1302,L48481,L,298.7,309.9,1483,32.8,142,No Failure
1304,L48483,L,298.7,309.9,1593,42.5,146,No Failure
1305,L48484,L,298.8,310.0,2098,19.6,148,No Failure
1308,L48487,L,298.8,310.0,1423,42.1,154,No Failure
1309,L48488,L,298.9,310.1,1750,25.0,156,No Failure
1311,L48490,L,298.9,310.2,1498,50.2,160,No Failure
1312,L48491,L,298.9,310.1,1587,30.2,162,No Failure
1313,L48492,L,298.9,310.1,1473,42.6,164,No Failure
1314,L48493,L,298.9,310.2,1359,56.9,166,No Failure
1315,M16174,M,299.0,310.3,1635,34.5,168,No Failure
1316,L48495,L,299.0,310.3,1520,45.0,171,No Failure
1319,M16178,M,299.0,310.3,1582,33.3,177,No Failure
1320,L48499,L,299.0,310.3,1929,24.4,180,No Failure
1322,L48501,L,298.9,310.2,1362,53.0,185,No Failure
1323,H30736,H,298.9,310.1,1452,49.9,187,No Failure
1324,L48503,L,298.9,310.1,1361,51.7,192,No Failure
1325,M16184,M,298.8,310.1,1243,74.5,194,Power Failure
1327,L48506,L,298.9,310.2,1411,46.5,202,No Failure
1329,M16188,M,298.8,310.1,1719,28.8,206,No Failure
1331,L48510,L,298.9,310.2,1696,30.2,214,No Failure
1332,H30745,H,298.9,310.2,1771,26.8,216,No Failure
1334,M16193,M,299.0,310.3,1558,35.4,223,No Failure
1337,L48516,L,298.9,310.3,1583,32.6,230,No Failure
1338,H30751,H,298.7,310.2,1613,36.0,0,No Failure
1339,L48518,L,298.6,310.1,1721,27.2,5,No Failure
1340,M16199,M,298.6,310.2,1668,31.5,7,No Failure
1341,L48520,L,298.6,310.2,1569,36.3,10,No Failure
1342,M16201,M,298.6,310.2,1328,50.5,12,No Failure
1343,M16202,M,298.6,310.1,1596,33.0,15,No Failure
1346,L48525,L,298.5,310.0,1804,26.1,22,No Failure
1347,L48526,L,298.6,310.1,1533,33.9,24,No Failure
1349,L48528,L,298.7,310.2,1363,45.5,28,No Failure
