type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
M,296.2,307.0,1516,37.6,25,No Failure
H,296.2,307.0,1542,40.6,28,No Failure
H,296.1,306.8,1645,31.0,41,No Failure
M,296.0,306.7,2044,22.3,48,No Failure
L,295.9,306.6,1414,50.2,51,No Failure
L,295.9,306.6,1678,26.7,53,No Failure
H,295.9,306.5,1594,33.2,55,No Failure
L,295.8,306.5,1358,49.2,63,No Failure
L,295.8,306.4,1325,56.2,65,No Failure
L,295.8,306.4,1339,53.2,67,No Failure
M,295.8,306.4,1335,51.7,69,No Failure
L,295.9,306.4,1575,28.5,74,No Failure
L,295.7,306.3,1915,22.4,79,No Failure
L,295.8,306.3,1337,54.6,87,No Failure
M,295.8,306.3,1235,76.2,89,Power Failure
L,295.7,306.2,1464,46.2,92,No Failure
M,295.7,306.2,1739,25.9,94,No Failure
L,295.7,306.3,1490,34.3,97,No Failure
L,295.8,306.4,1356,48.0,99,No Failure
L,295.7,306.2,1458,40.6,103,No Failure
H,295.7,306.2,2161,16.5,105,No Failure
M,295.6,306.1,1651,28.1,110,No Failure
L,295.6,306.0,1370,52.4,115,No Failure
L,295.7,306.1,1408,47.9,117,No Failure
M,295.7,306.2,1423,42.5,121,No Failure
M,295.6,306.2,1435,51.6,126,No Failure
L,295.5,306.1,1573,35.1,129,No Failure
L,295.6,306.2,1446,49.9,133,No Failure
H,295.6,306.2,1329,55.3,135,No Failure
L,295.6,306.2,1569,35.1,140,No Failure
H,295.6,306.1,1256,62.3,142,No Failure
L,295.7,306.2,2270,14.6,149,Power Failure
M,295.6,306.1,1462,49.2,158,No Failure
M,295.6,306.1,1669,29.0,161,No Failure
M,295.5,306.1,1822,24.3,164,No Failure
L,295.5,306.0,1456,39.2,167,No Failure
L,295.5,306.0,1546,35.9,169,No Failure
L,295.5,306.0,1621,29.5,176,No Failure
M,295.4,305.9,1518,40.6,178,No Failure
M,295.4,305.8,1526,38.2,181,No Failure
M,295.3,305.8,1589,36.2,184,No Failure
M,295.3,305.7,1473,38.5,189,No Failure
M,295.5,305.9,1518,44.1,194,No Failure
H,295.5,305.9,1593,37.2,197,No Failure
M,295.5,305.9,1380,52.4,202,No Failure
M,295.5,306.0,1423,45.3,205,No Failure
L,295.5,306.0,1800,27.6,208,No Failure
L,295.6,306.1,1372,55.6,215,Overstrain Failure
L,295.6,306.0,1949,21.9,5,No Failure
L,295.6,306.0,1419,51.1,7,No Failure
L,295.5,305.9,1542,36.2,12,No Failure
L,295.6,306.0,1363,50.0,14,No Failure
L,295.5,306.0,1597,37.2,16,No Failure
M,295.5,306.0,1326,50.8,18,No Failure
L,295.6,306.2,1263,61.8,27,No Failure
L,295.6,306.2,1823,25.8,29,No Failure
L,295.5,306.1,1488,40.7,31,No Failure
L,295.6,306.2,1650,28.2,35,No Failure
M,295.7,306.3,1462,44.3,37,No Failure
M,295.6,306.2,1477,45.0,40,No Failure
M,295.7,306.3,1712,28.5,43,No Failure
M,295.7,306.3,1347,50.4,46,No Failure
L,295.6,306.2,1287,54.8,49,No Failure
M,295.6,306.3,1426,45.5,53,No Failure
L,295.6,306.2,1424,42.5,58,No Failure
H,295.6,306.3,1509,35.8,60,No Failure
L,295.5,306.1,1650,32.8,67,No Failure
H,295.6,306.2,1632,32.2,76,No Failure
M,295.7,306.4,1387,40.1,81,No Failure
L,295.8,306.5,1505,35.2,86,No Failure
L,295.8,306.5,1534,37.9,88,No Failure
L,295.8,306.5,1493,40.5,90,No Failure
M,295.8,306.6,1480,43.2,92,No Failure
L,295.8,306.6,1621,31.6,95,No Failure
L,295.7,306.5,1737,26.2,97,No Failure
L,295.8,306.6,1508,46.5,99,No Failure
M,295.8,306.5,1641,32.2,101,No Failure
M,295.9,306.6,1532,38.6,104,No Failure
L,295.9,306.6,1412,41.0,109,No Failure
L,295.8,306.5,1568,35.1,111,No Failure
L,295.9,306.6,1557,41.1,113,No Failure
L,296.0,306.6,1511,35.2,119,No Failure
M,296.0,306.6,1628,36.8,121,No Failure
M,296.2,306.8,1526,42.3,129,No Failure
L,296.2,306.8,1389,53.3,132,No Failure
L,296.1,306.7,1409,42.8,134,No Failure
L,296.2,306.8,1655,31.1,136,No Failure
L,296.2,306.9,1516,39.1,138,No Failure
L,296.2,306.9,1526,34.9,140,No Failure
L,296.3,307.1,1419,48.6,142,No Failure
L,296.4,307.2,1748,25.3,144,No Failure
M,296.3,307.1,1534,33.8,151,No Failure
M,296.1,307.0,1523,42.0,164,No Failure
M,296.1,307.1,1485,36.0,169,No Failure
M,296.2,307.2,1168,63.4,172,No Failure
M,296.3,307.2,1286,51.1,177,No Failure
M,296.4,307.2,2071,19.4,183,No Failure
L,296.3,307.1,1560,33.2,186,No Failure
L,296.3,307.1,1654,29.6,188,No Failure
L,296.3,307.1,1662,32.9,190,No Failure
L,296.2,307.1,1413,53.4,203,No Failure
M,296.2,307.2,1385,44.0,5,No Failure
M,296.2,307.2,1552,34.8,8,No Failure
M,296.2,307.3,1451,42.8,11,No Failure
L,296.2,307.2,1356,43.6,22,No Failure
M,296.3,307.2,1319,68.3,24,Power Failure
L,296.3,307.3,1398,52.7,31,No Failure
L,296.3,307.3,1372,57.7,33,No Failure
M,296.3,307.2,1454,42.5,35,No Failure
L,296.2,307.2,1515,36.5,38,No Failure
L,296.2,307.3,1881,24.3,40,No Failure
M,296.3,307.4,1335,50.5,48,No Failure
L,296.3,307.4,1472,39.9,51,No Failure
M,296.2,307.3,1477,35.2,53,No Failure
L,296.4,307.5,1549,36.1,58,No Failure
L,296.3,307.4,1648,34.0,60,No Failure
H,296.4,307.5,1556,38.0,62,No Failure
M,296.3,307.4,1958,19.1,67,No Failure
L,296.4,307.4,1403,48.4,70,No Failure
M,296.4,307.5,1684,31.4,72,No Failure
H,296.4,307.5,1596,35.1,75,No Failure
L,296.6,307.6,1498,41.1,80,No Failure
L,296.7,307.7,1524,36.8,82,No Failure
L,296.7,307.7,1502,43.9,84,No Failure
L,296.5,307.6,1431,45.2,90,No Failure
L,296.5,307.6,1512,43.6,92,No Failure
H,296.4,307.5,1403,52.8,94,No Failure
L,296.4,307.5,1331,47.8,99,No Failure
M,296.6,307.7,1474,52.6,101,No Failure
L,296.5,307.6,1415,44.2,106,No Failure
L,296.6,307.7,1556,37.7,110,No Failure
L,296.7,307.7,1927,23.9,112,No Failure
M,296.7,307.7,1597,32.1,114,No Failure
L,296.8,307.8,1480,39.4,122,No Failure
L,296.8,307.8,1565,39.5,124,No Failure
M,296.7,307.9,1874,21.3,130,No Failure
H,296.7,307.9,1424,53.8,133,No Failure
L,296.7,307.9,1420,50.1,138,No Failure
L,296.8,307.9,1372,49.0,140,No Failure
L,296.8,307.9,1718,25.2,148,No Failure
L,296.9,307.8,1466,45.7,153,No Failure
L,296.8,307.8,1394,47.7,155,No Failure
M,296.9,307.8,1840,24.6,157,No Failure
M,296.9,307.8,1477,37.2,160,No Failure
M,297.0,307.9,1414,46.2,165,No Failure
L,297.0,307.8,1414,47.5,168,No Failure
L,297.0,307.9,1595,31.7,170,No Failure
L,296.9,307.7,1653,35.9,177,No Failure
H,296.9,307.7,1656,30.8,181,No Failure
L,297.0,307.8,1521,40.2,190,No Failure
H,297.1,307.9,1420,39.8,192,No Failure
L,297.0,307.8,1683,32.3,197,No Failure
L,297.0,307.8,1385,56.4,202,Overstrain Failure
M,296.9,307.8,1392,43.9,0,No Failure
M,296.9,307.7,2008,17.5,3,No Failure
L,297.0,307.7,1447,46.4,8,No Failure
M,296.9,307.6,1685,32.0,10,No Failure
L,296.9,307.5,1354,44.4,16,No Failure
H,296.9,307.5,1397,48.3,22,No Failure
M,296.8,307.4,1472,43.9,30,No Failure
L,296.8,307.5,1347,54.8,43,No Failure
M,296.7,307.4,1540,38.7,45,No Failure
L,296.7,307.6,1540,38.6,53,No Failure
L,296.6,307.4,1504,45.8,58,No Failure
L,296.5,307.4,1292,52.5,62,No Failure
H,296.5,307.4,1432,49.2,64,No Failure
M,296.5,307.4,1350,55.6,69,No Failure
H,296.4,307.3,1540,37.4,75,No Failure
L,296.4,307.3,1487,37.5,83,No Failure
L,296.5,307.4,1523,40.7,85,No Failure
L,296.5,307.5,1340,59.1,89,No Failure
H,296.6,307.7,1654,31.0,91,No Failure
L,296.6,307.6,1459,40.2,96,No Failure
H,296.6,307.7,1386,62.3,100,Power Failure
M,296.7,307.8,1258,69.0,105,Power Failure
L,296.8,307.9,1706,30.8,111,No Failure
M,296.8,307.9,1843,25.2,116,No Failure
L,296.7,307.9,1690,29.6,119,No Failure
L,296.8,307.9,1413,46.5,121,No Failure
L,296.8,307.9,1489,33.4,123,No Failure
L,296.8,307.9,1271,61.4,125,No Failure
M,296.9,307.8,1426,50.7,130,No Failure
L,296.9,307.9,1535,39.2,133,No Failure
L,296.9,307.8,1653,29.7,137,No Failure
M,296.9,307.9,1385,44.8,144,No Failure
L,297.0,307.9,1635,31.6,147,No Failure
L,296.9,307.9,1423,43.9,149,No Failure
L,297.0,307.9,1479,39.2,151,No Failure
L,297.0,307.8,1553,33.3,155,No Failure
L,297.0,307.9,1529,42.2,157,No Failure
M,297.1,308.0,1690,25.6,159,No Failure
L,297.1,308.0,1348,58.0,162,No Failure
L,297.2,308.1,1446,38.5,164,No Failure
L,297.0,307.9,1350,47.7,168,No Failure
L,297.1,307.9,1507,38.3,170,No Failure
H,297.0,307.9,1448,45.6,172,No Failure
L,296.9,307.9,1626,29.9,177,No Failure
H,297.0,307.9,1846,27.3,179,No Failure
H,297.0,307.8,1404,40.7,184,No Failure
L,297.0,307.8,1583,37.2,189,No Failure
L,297.0,307.9,1436,47.7,191,No Failure
H,297.0,307.7,1834,23.8,195,No Failure
L,296.9,307.9,1367,47.1,204,No Failure
L,297.1,308.1,1754,30.3,206,No Failure
L,297.1,308.1,1487,34.6,208,No Failure
M,297.1,308.1,1506,37.7,210,No Failure
L,297.0,308.1,1362,52.5,213,Overstrain Failure
L,297.1,308.1,1584,36.8,215,No Failure
M,297.1,308.1,1823,24.3,219,No Failure
H,297.0,308.1,1517,41.4,222,No Failure
H,297.1,308.0,1559,38.8,229,No Failure
L,297.3,308.4,1441,43.4,14,No Failure
H,297.3,308.4,1531,35.6,16,No Failure
L,297.2,308.3,1379,52.1,21,No Failure
L,297.3,308.3,1410,48.1,23,No Failure
L,297.3,308.4,1513,40.5,25,No Failure
L,297.3,308.5,1497,47.5,27,No Failure
L,297.3,308.4,1491,46.5,29,No Failure
M,297.4,308.6,1522,38.0,33,No Failure
L,297.3,308.4,1339,52.1,36,No Failure
M,297.2,308.3,1431,43.7,46,No Failure
M,297.0,308.1,1507,43.1,51,No Failure
M,297.0,308.0,1408,47.9,54,No Failure
M,297.0,307.9,1493,34.7,57,No Failure
M,296.9,307.9,1441,47.6,60,No Failure
H,296.9,307.9,1557,36.5,63,No Failure
M,296.9,308.0,1430,55.9,71,No Failure
L,296.9,308.0,1658,41.0,74,No Failure
H,296.9,308.0,1318,53.5,88,No Failure
M,297.0,308.1,1573,34.9,93,No Failure
H,297.0,308.1,2540,13.3,98,No Failure
L,297.0,308.1,1537,39.0,103,No Failure
H,296.9,308.0,1416,46.9,105,No Failure
L,296.9,307.9,1359,56.5,110,No Failure
M,296.8,307.8,1551,38.9,112,No Failure
M,296.8,307.8,1694,33.0,115,No Failure
L,296.8,307.9,1709,28.4,118,No Failure
L,296.9,308.0,1514,41.0,120,No Failure
L,297.0,308.2,1577,29.4,130,No Failure
M,297.0,308.3,1399,46.4,132,Random Failures
L,297.0,308.3,1492,48.1,137,No Failure
H,297.1,308.3,1492,41.5,141,No Failure
L,297.1,308.4,1488,42.5,146,No Failure
L,297.1,308.4,1422,42.1,148,No Failure
M,297.1,308.4,1583,38.2,150,No Failure
L,297.1,308.4,1304,53.5,153,No Failure
M,297.2,308.5,1604,40.7,158,No Failure
M,297.2,308.5,1364,55.6,163,No Failure
H,297.1,308.4,1654,31.4,171,No Failure
H,297.1,308.4,1359,46.6,176,No Failure
M,297.1,308.4,1615,32.6,184,No Failure
H,297.2,308.5,1482,39.3,187,No Failure
L,297.2,308.6,1636,31.3,192,No Failure
M,297.1,308.5,1621,32.4,194,No Failure
L,297.1,308.4,1468,44.4,197,No Failure
M,297.1,308.4,1432,53.4,199,No Failure
H,297.2,308.5,1653,33.3,207,No Failure
L,297.2,308.6,1489,40.2,214,No Failure
L,297.3,308.7,1467,36.8,216,No Failure
L,297.5,308.8,1533,41.5,223,No Failure
L,297.5,308.8,1309,57.3,0,No Failure
M,297.5,308.9,1535,37.7,12,No Failure
M,297.5,308.9,1280,48.5,19,No Failure
L,297.6,309.0,1528,33.8,22,No Failure
H,297.6,309.0,1885,25.2,24,No Failure
H,297.8,309.2,1648,33.0,29,No Failure
L,297.8,309.2,1400,56.9,34,No Failure
L,297.9,309.4,1558,35.7,39,No Failure
M,298.1,309.6,1549,38.7,43,No Failure
L,298.1,309.5,1467,41.8,48,No Failure
M,298.0,309.4,1276,65.9,50,No Failure
H,298.0,309.4,1562,38.1,58,No Failure
L,298.1,309.4,1397,48.2,63,No Failure
M,298.1,309.4,1362,47.6,70,No Failure
M,298.2,309.4,1693,34.4,73,No Failure
M,298.3,309.6,1531,40.1,81,No Failure
H,298.3,309.5,1521,37.1,84,No Failure
H,298.3,309.5,1427,54.3,89,No Failure
L,298.3,309.4,1546,36.1,94,No Failure
L,298.3,309.4,1356,45.4,96,No Failure
M,298.5,309.6,1492,41.7,100,No Failure
L,298.5,309.6,1582,40.3,103,No Failure
M,298.5,309.6,1441,48.2,107,No Failure
M,298.6,309.7,1635,32.2,110,No Failure
L,298.6,309.7,1429,45.8,113,No Failure
M,298.6,309.7,1675,28.4,115,No Failure
M,298.7,309.7,1868,23.8,118,No Failure
H,298.7,309.8,1582,33.4,121,No Failure
L,298.7,309.8,1402,54.3,128,No Failure
L,298.7,309.9,1621,34.1,130,No Failure
M,298.7,309.9,1458,40.2,137,No Failure
L,298.7,309.8,1322,57.0,140,No Failure
L,298.7,309.9,1483,32.8,142,No Failure
L,298.7,309.9,1593,42.5,146,No Failure
L,298.8,310.0,2098,19.6,148,No Failure
L,298.8,310.0,1423,42.1,154,No Failure
L,298.9,310.1,1750,25.0,156,No Failure
L,298.9,310.2,1498,50.2,160,No Failure
L,298.9,310.1,1587,30.2,162,No Failure
L,298.9,310.1,1473,42.6,164,No Failure
L,298.9,310.2,1359,56.9,166,No Failure
M,299.0,310.3,1635,34.5,168,No Failure
L,299.0,310.3,1520,45.0,171,No Failure
M,299.0,310.3,1582,33.3,177,No Failure
L,299.0,310.3,1929,24.4,180,No Failure
L,298.9,310.2,1362,53.0,185,No Failure
H,298.9,310.1,1452,49.9,187,No Failure
L,298.9,310.1,1361,51.7,192,No Failure
M,298.8,310.1,1243,74.5,194,Power Failure
L,298.9,310.2,1411,46.5,202,No Failure
M,298.8,310.1,1719,28.8,206,No Failure
L,298.9,310.2,1696,30.2,214,No Failure
H,298.9,310.2,1771,26.8,216,No Failure
M,299.0,310.3,1558,35.4,223,No Failure
L,298.9,310.3,1583,32.6,230,No Failure
H,298.7,310.2,1613,36.0,0,No Failure
L,298.6,310.1,1721,27.2,5,No Failure
M,298.6,310.2,1668,31.5,7,No Failure
L,298.6,310.2,1569,36.3,10,No Failure
M,298.6,310.2,1328,50.5,12,No Failure
M,298.6,310.1,1596,33.0,15,No Failure
L,298.5,310.0,1804,26.1,22,No Failure
L,298.6,310.1,1533,33.9,24,No Failure
L,298.7,310.2,1363,45.5,28,No Failure
L,298.7,310.2,1402,45.9,30,No Failure
L,298.7,310.2,1436,47.5,32,No Failure
L,298.7,310.2,1525,43.7,34,No Failure
M,298.7,310.2,1598,33.3,36,No Failure
L,298.6,310.0,1334,48.0,42,No Failure
M,298.6,310.0,1681,35.5,44,No Failure
L,298.6,309.9,1461,45.7,49,No Failure
M,298.7,310.1,1693,31.9,51,No Failure
L,298.7,310.2,1404,50.3,54,No Failure
H,298.8,310.2,1707,27.6,56,No Failure
L,298.6,310.0,1517,41.2,64,No Failure
L,298.7,310.1,1433,54.6,66,No Failure
M,298.7,310.1,1368,56.8,72,No Failure
M,298.8,310.2,1581,37.5,75,No Failure
L,298.7,310.3,1451,40.0,86,No Failure
M,298.8,310.3,1573,41.8,91,No Failure
M,298.8,310.3,1366,59.0,94,No Failure
L,298.8,310.3,1553,36.8,97,No Failure
M,298.8,310.2,1527,31.2,102,No Failure
L,298.8,310.2,1461,46.7,105,No Failure
L,298.7,310.1,1786,27.7,114,No Failure
M,298.8,310.2,1583,35.7,116,No Failure
L,298.9,310.3,1484,43.8,124,No Failure
M,298.9,310.2,1603,36.1,126,No Failure
L,298.9,310.2,1445,40.0,129,No Failure
H,298.9,310.1,1491,45.3,133,No Failure
L,298.9,310.2,1533,42.8,138,No Failure
L,298.9,310.2,1409,54.8,140,No Failure
L,298.9,310.2,2737,8.8,142,Power Failure
M,299.0,310.3,1494,46.6,144,No Failure
L,299.1,310.4,1594,33.3,147,No Failure
L,299.1,310.4,1527,44.0,149,No Failure
L,299.1,310.4,1452,39.7,151,No Failure
L,299.0,310.3,1483,39.2,153,No Failure
L,299.1,310.2,1569,38.2,155,No Failure
L,299.1,310.3,1472,46.6,157,No Failure
L,299.0,310.2,1533,43.5,159,No Failure
H,298.9,310.2,1532,37.7,166,No Failure
M,298.9,310.1,1313,56.8,171,No Failure
L,299.0,310.2,1372,48.0,174,No Failure
M,298.9,310.1,1555,40.6,176,No Failure
L,298.9,310.1,1394,42.7,179,No Failure
L,298.9,310.1,1442,48.0,181,No Failure
L,298.9,310.0,1452,48.9,185,No Failure
L,298.9,310.1,1944,23.4,192,No Failure
M,298.7,309.8,1570,42.1,200,No Failure
L,298.7,309.9,1617,33.0,203,No Failure
M,298.7,309.9,2083,18.2,205,No Failure
L,298.7,309.8,1354,53.3,212,Overstrain Failure
M,298.8,309.9,1495,35.2,214,No Failure
L,298.7,309.8,1589,31.8,217,No Failure
L,298.7,309.8,1530,35.5,0,No Failure
L,298.7,309.7,1462,46.8,4,No Failure
L,298.6,309.7,1356,54.0,6,No Failure
L,298.7,309.8,1394,40.3,11,No Failure
M,298.9,309.9,1404,41.4,20,No Failure
L,298.8,309.8,1363,44.0,25,No Failure
M,298.8,309.8,1377,49.6,27,No Failure
H,298.8,309.9,1526,42.1,30,No Failure
H,298.8,309.8,1510,44.2,35,No Failure
M,298.8,309.9,1741,27.7,50,No Failure
L,298.8,309.9,1550,38.8,53,No Failure
L,298.9,310.1,1602,38.2,58,No Failure
L,299.0,310.2,1477,37.9,60,No Failure
L,299.0,310.1,1618,29.2,62,No Failure
M,299.0,310.2,1628,35.8,64,No Failure
M,299.0,310.3,1662,33.6,67,No Failure
H,299.0,310.4,1677,30.8,73,No Failure
L,299.0,310.3,1584,34.4,83,No Failure
L,299.1,310.4,1428,46.9,87,No Failure
L,299.0,310.3,1501,43.0,91,No Failure
L,299.0,310.3,1475,42.4,93,No Failure
L,298.9,310.3,1364,54.0,95,No Failure
L,299.0,310.3,1472,36.1,97,No Failure
L,299.0,310.3,1437,47.8,99,No Failure
L,298.9,310.2,1491,45.1,101,No Failure
L,298.7,309.8,1546,40.9,109,No Failure
L,298.7,309.8,1365,50.5,111,No Failure
L,298.6,309.8,1544,30.2,113,No Failure
M,298.6,309.8,1419,44.9,115,No Failure
L,298.5,309.7,1437,42.6,120,No Failure
M,298.5,309.6,1438,44.5,124,No Failure
M,298.5,309.5,1366,61.9,130,No Failure
L,298.4,309.5,1692,28.3,136,No Failure
L,298.3,309.4,1570,35.6,138,No Failure
L,298.2,309.3,1355,43.8,142,No Failure
M,298.2,309.2,1332,60.2,147,No Failure
L,298.0,308.9,1578,35.6,153,No Failure
M,298.1,309.0,1976,19.3,158,No Failure
L,298.2,309.1,1429,48.5,164,No Failure
L,298.2,309.1,1568,36.3,166,No Failure
M,298.1,308.9,1353,46.2,173,No Failure
M,298.0,308.7,1479,58.5,176,Power Failure
M,298.0,308.7,1377,48.5,181,No Failure
H,297.9,308.5,1383,44.6,184,No Failure
L,298.0,308.8,1790,27.2,193,No Failure
M,298.0,308.7,1436,48.2,201,No Failure
L,298.0,308.7,1771,26.2,206,No Failure
L,298.0,308.7,1506,47.0,208,No Failure
L,298.0,308.8,1610,33.7,212,No Failure
M,298.0,308.6,1507,37.3,217,No Failure
M,298.1,308.7,1547,38.9,0,No Failure
L,298.1,308.7,1642,30.3,3,No Failure
L,298.1,308.7,1568,32.9,10,No Failure
M,298.2,308.9,1614,35.5,15,No Failure
M,298.2,308.9,1408,38.8,20,No Failure
H,298.2,309.0,1371,55.7,23,No Failure
M,298.2,308.9,1512,38.5,28,No Failure
M,298.2,308.9,1585,34.3,33,No Failure
H,298.2,309.0,1562,37.7,36,No Failure
L,298.3,309.0,1519,36.9,41,No Failure
L,298.2,309.0,1601,35.8,43,No Failure
L,298.2,309.0,2449,13.8,45,No Failure
L,298.1,309.0,1787,27.6,47,No Failure
H,298.1,309.1,1425,44.5,49,No Failure
L,298.1,309.0,1559,34.0,54,No Failure
L,298.1,309.0,1557,36.0,56,No Failure
L,298.1,309.0,1497,40.5,58,No Failure
M,298.1,308.9,1417,39.2,65,No Failure
L,298.0,308.8,1757,29.1,71,No Failure
L,298.0,308.8,1581,36.1,73,No Failure
M,298.4,309.1,1467,39.6,78,No Failure
L,298.4,309.1,1798,29.6,81,No Failure
M,298.5,309.2,1449,46.4,83,No Failure
M,298.4,309.1,1525,39.3,86,No Failure
M,298.4,309.0,1544,38.8,97,No Failure
L,298.3,308.9,1348,55.5,102,No Failure
M,298.3,308.8,1349,52.1,104,No Failure
L,298.4,308.9,1706,29.5,107,No Failure
L,298.4,308.9,1638,32.4,109,No Failure
L,298.5,308.9,1781,27.8,113,No Failure
L,298.5,308.8,1332,59.1,115,No Failure
L,298.4,308.6,1491,42.0,120,No Failure
L,298.3,308.4,1585,30.6,127,No Failure
M,298.2,308.3,1476,43.5,129,No Failure
L,298.2,308.3,1458,41.8,132,No Failure
M,298.2,308.4,1510,39.9,134,No Failure
L,298.2,308.4,1388,53.8,137,No Failure
L,298.2,308.3,2216,16.8,139,No Failure
L,298.2,308.3,1402,51.0,141,No Failure
M,298.0,308.2,2090,19.0,143,No Failure
M,298.0,308.1,1403,44.8,148,No Failure
L,298.2,308.2,1407,47.1,153,No Failure
M,298.1,308.2,1654,35.3,155,No Failure
L,298.2,308.3,1230,59.6,162,No Failure
L,298.2,308.3,2057,18.0,168,No Failure
L,298.3,308.4,1490,41.7,170,No Failure
L,298.3,308.4,1593,37.0,174,No Failure
M,298.3,308.4,1444,47.5,178,No Failure
M,298.2,308.3,1560,33.0,181,No Failure
H,298.1,308.3,1530,42.0,184,No Failure
L,298.2,308.4,1310,61.0,189,Overstrain Failure
M,298.2,308.3,1639,33.3,191,No Failure
L,298.2,308.3,1400,48.7,194,No Failure
M,298.3,308.4,1486,44.2,196,No Failure
M,298.2,308.3,1448,43.3,199,No Failure
L,298.2,308.3,1688,32.0,202,No Failure
L,298.0,308.3,1544,34.7,213,No Failure
M,298.0,308.2,1373,51.2,215,No Failure
L,298.0,308.2,1365,52.9,218,Overstrain Failure
L,298.0,308.1,1877,24.3,0,No Failure
L,297.9,308.1,1531,40.8,2,No Failure
L,297.9,308.0,1501,36.7,4,No Failure
L,297.9,308.0,1490,46.2,6,No Failure
L,297.8,307.8,1597,38.2,11,No Failure
L,297.8,307.8,1396,42.5,23,No Failure
L,297.8,307.8,1412,48.3,27,No Failure
L,297.8,307.8,1573,37.9,33,No Failure
M,297.8,307.9,1726,27.3,35,No Failure
L,297.9,308.0,1296,62.9,41,No Failure
M,297.8,307.9,1802,25.8,43,No Failure
L,297.9,307.8,1286,59.5,55,No Failure
L,297.9,307.7,1590,34.6,57,No Failure
L,297.9,307.7,1492,43.7,59,No Failure
H,297.7,307.6,1538,38.3,63,No Failure
L,297.7,307.6,1921,22.9,68,No Failure
M,297.8,307.8,1310,57.9,70,No Failure
L,297.9,307.8,1365,46.9,73,No Failure
L,297.9,307.8,1499,37.5,78,No Failure
L,297.9,307.8,1451,38.2,80,No Failure
M,297.9,307.9,1336,54.4,82,No Failure
L,297.9,307.9,1426,43.6,89,No Failure
H,297.9,307.9,1406,58.5,93,No Failure
L,297.8,307.8,1383,56.5,98,No Failure
L,297.9,307.8,1505,37.3,100,No Failure
L,297.9,307.8,1665,33.9,102,No Failure
M,297.9,307.8,1450,43.5,106,No Failure
L,298.0,307.8,1567,36.4,109,No Failure
M,298.0,308.0,1555,37.0,111,No Failure
H,298.0,307.8,1588,35.4,114,No Failure
M,297.9,307.7,1527,42.8,125,No Failure
L,297.9,307.8,1373,50.2,130,No Failure
H,297.9,307.8,1635,34.0,142,No Failure
L,298.2,308.1,1379,62.3,149,No Failure
M,298.2,308.0,1577,35.9,151,No Failure
L,298.2,308.1,1532,42.5,154,No Failure
H,298.1,308.0,1570,35.3,159,No Failure
L,298.1,308.0,1697,31.0,164,No Failure
L,298.2,308.0,1499,44.1,166,No Failure
M,298.2,308.0,1411,47.2,168,No Failure
M,298.1,307.9,1759,28.6,176,No Failure
H,298.2,307.9,1491,39.7,181,No Failure
L,298.2,307.9,1769,27.2,188,No Failure
L,298.2,307.9,1551,34.1,190,No Failure
L,298.2,307.9,1544,31.4,192,No Failure
L,298.2,307.8,1528,31.1,194,No Failure
L,298.1,307.9,1614,35.8,196,No Failure
M,298.1,307.8,1384,43.7,200,No Failure
L,298.0,307.7,1407,43.9,205,No Failure
H,297.9,307.6,1418,43.0,207,No Failure
M,297.9,307.5,1647,30.8,212,No Failure
L,298.0,307.5,1644,32.8,215,No Failure
L,298.0,307.5,1792,27.9,217,No Failure
M,297.9,307.4,1403,52.8,0,No Failure
L,297.8,307.3,1438,44.5,3,No Failure
L,297.9,307.3,1824,26.3,5,No Failure
H,297.9,307.3,1663,28.7,7,No Failure
L,297.9,307.3,1502,36.7,12,No Failure
L,297.9,307.4,1606,35.5,14,No Failure
L,297.9,307.5,1561,37.7,16,No Failure
M,297.9,307.4,1435,42.9,18,No Failure
L,297.9,307.5,1602,38.3,21,No Failure
M,298.1,307.6,1764,27.7,23,No Failure
H,298.0,307.5,1683,27.8,26,No Failure
L,298.0,307.5,1618,35.2,31,No Failure
L,298.0,307.6,1509,41.6,33,No Failure
M,297.9,307.6,1519,44.0,37,No Failure
L,298.1,307.7,1289,48.3,42,No Failure
L,298.0,307.7,1479,42.5,47,No Failure
L,298.0,307.7,1430,47.3,49,No Failure
M,298.1,307.8,1636,36.7,51,No Failure
M,298.1,307.8,1503,44.7,54,No Failure
